Address,aave-3,idle,rai-eth-uni-v2-lp-1,rai-dai-uni-v3-lp,aave-2,aave-1,rai-eth-uni-v2-lp-2,fuse-borrower-no-rai-supply,rai-eth-uni-v2-lp-3,Total
0xbc79855178842fdba0c353494895deef509e26bb,0.0,45.606580302,708.8734038269045,1195.9194277470483,0.0,0.0,380.7484002445465,0.0,588.6867126343442,2919.834524755
0x7c8d1c186506df224a4e781b9f4ac6b9f5a40dea,5.5136504096581085,17.036647822,11.094904773319938,738.853193280383,3.8420707109984127,20.029400317243045,0.0,69.69741807996809,0.0,866.067285394
0xf2e563f6fbf25cf23dbe57d25287e10339ad3b6f,-0.2542396503265974,0.0,0.0,507.1056608198305,5.245906952131651,8.381078178677264,0.0,0.0,0.0,520.478406300
0x26da854f28f2181858ce4aad1cdb0c2027b6465c,0.0,0.0,0.0,441.5962786344185,0.0,0.0,0.0,0.0,0.0,441.596278634
0x78e96be52e38b3fc3445a2ed34a6e586ffab9631,1.6983082725827194,130.330923143,0.0,242.8283536998348,1.1834302118441675,3.002299989569076,0.0,13.054396008863224,0.0,392.097711326
0x20730820ab819e69e8e632574382f6d4d9fee50f,0.1441228633482551,0.0,16.224805658704557,280.7835831779575,0.1004289700858806,0.2547829967695433,9.667794347116786,0.0,14.947671661847233,322.123189676
0xd2d58f785ea44dec2d3443cae65fb2ad66a2f67f,-0.0766282375625357,0.0,0.0,264.3736000092072,-0.053396767168759,-0.135464780186715,0.0,0.0,0.0,264.108110224
0x79792c512d1029a640c86f20c9d30ef3643d4d38,0.5054490573895009,0.0,14.406707096977977,189.5690989094964,0.35221148876183,0.8935419583279949,7.738096323480552,0.0,11.964106700886704,225.429211535
0xd4ad5d62dce1a8bf661777a5c1df79bd12ac8f1d,26.657547983640686,5.796836143,0.0,42.4575598485702,37.88777227383298,106.73230041623624,0.0,0.0,0.0,219.532016665
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,0.0,0.0,90.07890751506686,0.0,0.0,0.0,46.57387033011126,0.0,69.35592310924083,206.008700954
0x5edcf547ece0ea1765d6c02e9e5bae53b52e09d4,2.765122553039874,3.051896117,0.0,114.10216266057532,1.8267682984246367,7.137400872470427,0.0,59.26478105794912,0.0,188.148131559
0x1f84ca2c0a406b32e083e4e41032fd148364df48,0.0,18.855956367,30.76846173093653,86.071480589451,0.0,0.0,16.52628313997267,0.0,25.55179033578684,177.773972163
0xd35d8f5df82f61f2cb84b5871350d2a97b275391,0.0,7.428359638,0.0,148.12514840503965,0.0,0.0,0.0,0.0,0.0,155.553508043
0x2b290f41af8e0e6db68c0d8325394d8935d1d990,0.0,0.0,0.0,144.72760534487415,0.0,0.0,0.0,0.0,0.0,144.727605345
0x92e74e50edce4573d181c03ca889f72640cd3a94,0.0,0.0,0.0,134.5982924197345,0.0,0.0,0.0,0.0,0.0,134.598292420
0x20eadfcaf91bd98674ff8fc341d148e1731576a4,0.0,0.0,35.59254538503107,29.65945174452748,0.0,0.0,19.117383502923936,0.0,29.557969623189592,113.927350256
0x3bcf3db69897125aa61496fc8a8b55a5e3f245d5,17.74645130185997,0.0,0.0,0.0,28.62866689999285,62.634189527049365,0.0,0.0,0.0,109.009307729
0x30040b54554928929e94ed3f0b9282f666e950ed,0.0,0.0,0.0,103.29237463490868,0.0,0.0,0.0,0.0,0.0,103.292374635
0xc550c0d95fc2a8c56c093de17003dc9f741a6b00,0.0,0.0,34.398639993900986,0.0,0.0,0.0,17.785271189486373,0.0,26.48510618404659,78.669017367
0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,0.0,0.0,30.98187610005772,0.0,0.0,0.0,16.018687613704824,0.0,23.854381406837383,70.854945121
0x652740d58e182a6ae5fd5217063094a98d6ab8d1,0.0,0.0,0.0,68.25318690905442,0.0,0.0,0.0,0.0,0.0,68.253186909
0x8f4d6ce7febfeccea7144769549a698cc8dbabad,0.0,0.0,0.0,66.70718821436536,0.0,0.0,0.0,0.0,0.0,66.707188214
0x6371024c5ffdaefef716adce3cac52ac6181cd9d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.12029770755474,0.0,65.120297708
0x3caba50e426de2003f937ac961bd6834b206fb1c,0.0,0.0,23.345823169262896,1.7376113018893249,0.0,0.0,12.070587566274533,0.0,17.97503057392773,55.129052611
0xd37f7b32a541d9e423f759dff1dd63181651bd04,-0.0002774412118198,0.0,0.0,51.62375187540508,-0.0001933290424234,-0.0004904655773042,0.0,0.0,0.0,51.622790640
0x6a43e60d5520912d20f19eb29a011e82a6ee50ae,0.0,0.0,0.0,49.9449156523446,0.0,0.0,0.0,0.0,0.0,49.944915652
0xc218d847a18e521ae08f49f7c43882b6d1963c60,0.0,0.0,0.0,49.55873083576368,0.0,0.0,0.0,0.0,0.0,49.558730836
0xa231a5ae629a0f15e1c1eb3ffbf813589e206926,0.0,0.0,0.0,46.30905249966085,0.0,0.0,0.0,0.0,0.0,46.309052500
0x6749f1a7c7f0f3a4d44abfc881e4796b59df2f06,0.0,0.0,18.561734569108395,0.0,0.0,0.0,10.491786931818917,0.0,16.635376047555948,45.688897548
0xb8ec7c6483444572a486e22dd8f875bb26e14472,12.353294920951912,0.0,0.0,0.0,8.608132375780757,21.83837752607496,0.0,0.0,0.0,42.799804823
0x8cd9f9c08c6a3f891bc570f1d6a3dc91c1f62bb0,-0.041464572852494,0.0,0.0,42.62919516362407,-0.0288937108927995,-0.0733018196120608,0.0,0.0,0.0,42.485535060
0x028b2b9adca1bd1263086b0b221713a684968817,1.280382643080089,1.100356488,0.0,0.0,1.9195829516435088,5.244926897311775,0.0,32.85295035998105,0.0,42.398199340
0xce824663bccb32e2dad1a8f2a26b698290417b34,0.6890055429852251,2.138271111,10.849590094781314,8.381689870714585,0.4801189447524729,1.2180364236062575,5.812117495690528,0.0,8.764448930273034,38.333278414
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,0.0,0.0,12.36977027863289,5.978887228255474,0.0,0.0,6.64402165401604,0.0,10.272524490351076,35.265203651
0xf32fc1113f4769f59984d615e91a8e94548f2790,0.0,2.406254108,7.1231689512294745,15.21681829140093,0.0,0.0,3.8259796011679774,0.0,5.915463735556159,34.487684687
0xeb340415d19e506de42fb7e2e1ca09965ddbd6ee,-0.0271901421490182,0.0,11.118041933266763,0.0,-0.0189468756661894,-0.048067223606133,7.120872137982113,0.0,14.445314167626911,32.590023997
0x41a60b69628a450950903c3800626c0285607705,0.0,0.0,1.8497036963893567,28.115809589919767,0.0,0.0,0.9935084593731548,0.0,1.5360937263220231,32.495115472
0x2482dc04ac628a4b2700c071bfee557fd86c91ea,0.0,0.0,13.463417540378469,0.0,0.0,0.0,7.231438875615093,0.0,11.180748170098248,31.875604586
0x64d6539c03352d0faeab9c2a1c3120dba859836c,0.0,8.272387431,0.0,0.0,0.0,0.0,0.0,22.14673282342469,0.0,30.419120254
0xc3597578d6c3929cfb1aa55feb72f7b530a4cb5b,0.0,0.0,12.250343953721554,0.0,0.0,0.0,6.579875669822536,0.0,10.173346428041912,29.003566052
0x17307be3589a680452543dde06d42a07ee3fa080,0.0,0.0,0.0,28.307748376643897,0.0,0.0,0.0,0.6686606761330467,0.0,28.976409053
0x4e65175f05b4140a0747c29cce997cd4bb7190d4,0.0,7.662263788,0.0,0.0,0.0,0.0,0.0,20.54153151952584,0.0,28.203795308
0x38ee5f5a39c01cb43473992c12936ba1219711ab,0.0,0.0,0.0,27.658898945552743,0.0,0.0,0.0,0.0,0.0,27.658898946
0x860001218d2476481629b7c64960bd6edbedd848,0.0,0.0,0.0,25.88694091530306,0.0,0.0,0.0,0.0,0.0,25.886940915
0x91f93bc5053b4e1b1c2f56d6f4442c306ea65a94,0.0,0.0,0.0,25.63063307304542,0.0,0.0,0.0,0.0,0.0,25.630633073
0x21c30d17d9e61ce139dfd2a3d167c5752246b938,4.272194813594807,0.0,0.0,0.0,5.21281699040299,15.313218981174876,0.0,0.0,0.0,24.798230785
0x4026b3da349c2952255ca9db4f055ea57f4e037c,4.893526477427916,0.0,0.0,0.0,5.597816938661061,14.048510877444825,0.0,0.0,0.0,24.539854294
0xbd58b30bff344ec61f61f54bbd97e16210ccb171,7.015266719753584,0.0,0.0,0.0,4.888440287507904,12.40171501226354,0.0,0.0,0.0,24.305422020
0x1638e6e26f49c3b9ee48c03daf1097968c837851,0.0,0.0,0.0,22.36796366888899,0.0,0.0,0.0,0.0,0.0,22.367963669
0xa4262084ab298c6a6bf203ac6ffde1bb854722d5,0.0,0.0,0.0,22.195517847592505,0.0,0.0,0.0,0.0,0.0,22.195517848
0xc0ffee22f360792a89db39f159f103daafe9c57d,0.0,0.0,9.34328673060482,0.0,0.0,0.0,5.0184439936648415,0.0,7.759144608132478,22.120875332
0x651bbd829a7cbd32f35dfc099cbde1e04789393c,0.0,0.0,0.0,21.155024322446145,0.0,0.0,0.0,0.0,0.0,21.155024322
0x48f82846f9f9fec614516760de50c94a345f4e36,0.0,0.0,13.2892423462426,0.0,0.0,0.0,6.870991965747414,0.0,0.6678542433483428,20.828088555
0xe867cc15f6d6839d1e479041fda51ffc6db764e6,2.418021567227876,0.0,0.0,0.0,5.966041837518397,10.168503239715044,0.0,0.0,0.0,18.552566644
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,0.0,13.490010417,5.034159104349822,0.0,0.0,0.0,0.0,0.0,0.0,18.524169521
0x43232604615a225aded5713e41161d82f6164672,0.0,0.0,7.939198116990178,0.0,0.0,0.0,4.104721690789938,0.0,6.112585446591126,18.156505254
0xfa8f11e4ad7bc8c7f210bc646d9a23bad4603f49,0.0,0.0,0.0,18.14436582319433,0.0,0.0,0.0,0.0,0.0,18.144365823
0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,-0.0413899332770319,0.801405531,0.0,16.193699244203984,0.0646398196615645,0.0589845712052148,0.0,0.0,0.0,17.077339233
0x0154d25120ed20a516fe43991702e7463c5a6f6e,0.0,13.674540079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.674540079
0xd0554b8dc33b4be4bee98718a7b5f8009a67a6b7,1.6682827498203665,7.02783452,0.0,0.0,1.162507561146985,2.9492203289847643,0.0,0.0,0.0,12.807845160
0xbf370b6e9d97d928497c2f2d72fd74f4d9ca5825,0.0,0.0,5.32369189158237,0.0,0.0,0.0,2.7525304499785443,0.0,4.09895696645875,12.175179308
0x7da957bfa534a593618ce9a16216a1ea57b8e941,3.566735626861759,0.0,0.0,0.0,3.060615981011339,4.814953352289526,0.0,0.0,0.0,11.442304960
0xf7ec5bd922ea65a0f2c9b9c0ee7b683a87d8f30b,0.0,0.0,0.0,10.966840144617729,0.0,0.0,0.0,0.0,0.0,10.966840145
0x25125e438b7ae0f9ae8511d83abb0f4574217c7a,0.0,0.0,3.652209845578799,6.708587709133877,0.0,0.0,0.0,0.0,0.0,10.360797555
0xc2634b9d0a0cfb756cded34656e09828072a8a9b,0.0,0.0,4.524775364233769,0.0,0.0,0.0,2.339463331651277,0.0,3.483834128382323,10.348072824
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,0.1401688467467371,0.0,0.0,0.0,0.0976736972182205,0.2477930149192869,0.0,9.65725133244031,0.0,10.142886891
0x54c375c481f95ba43e2cecd6ef30631f55518f57,0.0,0.034058464,3.2751744691388907,2.1558645989514784,0.0,0.0,1.7591539376626342,0.0,2.719881548852841,9.944133019
0x4f50d47d20380172746527bbeaa274940c38efac,0.0,0.0,4.039908385813194,0.0,0.0,0.0,2.169906003990102,0.0,3.354957844587178,9.564772234
0xa6584b95ea4e9018b1f377dad99448ec478a150f,0.0,0.0,1.7577096780240613,7.468859399639823,0.0,0.0,0.0,0.1150203818109512,0.0,9.341589459
0xC8Cec86F7c97139C803Fec48B5fd7341d8282B5e,1.286352751378235,0.0,0.0,0.0,2.250809029435548,5.592963812137946,0.0,0.0,0.0,9.130125593
0x5b78ae09929c53c77ba29a13265e35a2f62dd89f,0.0,1.108309562,0.0,0.0,0.0,0.0,0.0,7.989960450131515,0.0,9.098270012
0x6eec9242c7e1a678c4575984fb3a87426caa1cf2,2.59662297168097,0.0,0.0,0.0,1.8094018165398584,4.590356913787503,0.0,0.0,0.0,8.996381702
0x9035b69186fca1a9a43d6d5aab62822ed666e6e0,1.1392404198052433,4.835121518,0.0,0.0,0.7938555991965175,2.0139697578558176,0.0,0.0,0.0,8.782187295
0xd454ed303748bb5a433388f9508433ba5d507030,0.0,0.0,0.0,8.15060768716596,0.0,0.0,0.0,0.0,0.0,8.150607687
0x929b7b0ecc74e86d8edd8b7eca953a098671f7ac,0.0,0.0,0.0,8.07992032089848,0.0,0.0,0.0,0.0,0.0,8.079920321
0x17535cc8178936c55b7eba7844dd43e958d45db9,0.0,0.0,3.461501326536433,0.0,0.0,0.0,1.789714355745831,0.0,2.6651701987575835,7.916385881
0x49bb4b96be42e5c65d5dadd90134a07583fadab1,0.0,0.0,0.0,7.4011590849704385,0.0,0.0,0.0,0.0,0.0,7.401159085
0xe9ca86b78686a5af0ac39cc3be976c95395b5b06,2.015229262703956,0.0,0.2395699352889571,0.0,1.4042699030426742,3.377528169854722,0.123865835065493,0.0,0.1844559894158086,7.344919095
0x02675dfa4d4d6b3fb7d04e0c8ad000eff752bd89,0.0,0.0,3.175552659058955,0.0,0.0,0.0,1.641869132845715,0.0,2.445005075291352,7.262426867
0xd21b32470e1206e67cb3022e5fe1bbb494dd1aa5,0.0,0.0,2.748907785208744,0.7282372892931829,0.0,0.0,1.476486825415701,0.0,2.282841306604643,7.236473207
0x39d52da6beec991f075eebe577474fd105c5caec,0.0,0.869600548,0.0,5.7954146761358585,0.0,0.0,0.0,0.0,0.0,6.665015224
0x5d30cadb7610e5ff1446b164423d76af3bb4e5cf,0.0,0.0,2.327478475269141,1.0611594835901816,0.0,0.0,1.250129714668675,0.0,1.9328636748628196,6.571631348
0xa5ac63ffcacd62f44b91ea1607383f92b54f2ee7,1.895873011018524,0.0,0.0,0.0,1.3210990226452015,3.351558496826416,0.0,0.0,0.0,6.568530530
0xc3dbd0ea72d088f6db28205a7d89a3f956cd5ccc,0.0,0.0,1.1930626426239337,3.41306392723934,0.0,0.0,0.6408149750269313,0.0,0.9907835746996464,6.237725120
0xbfa52e0b5d8f22542d579e3a320fd02f184a6bfa,0.0,0.0,2.664511417054171,0.0,0.0,0.0,1.3776433646270123,0.0,2.051530753012227,6.093685535
0x1626e7c64be01166b937c4cfaaac2f8279794ca5,0.0,0.0,2.662808979801087,0.0,0.0,0.0,1.376763146448777,0.0,2.050219967718749,6.089792094
0x40d2ce4c14f04bd91c59c6a1cd6e28f2a0fc81f8,1.1175107031853373,0.0,0.0,0.0,0.7787137056086697,1.9755555729669525,0.0,2.2049650636798166,0.0,6.076745045
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,0.0,0.0,2.64689654583575,0.0,0.0,0.0,1.368535874864538,0.0,2.037968247787577,6.053400668
0xb2a3406c9f34bdc441cf9a1065b8eea89761f3ae,0.0,0.0,0.5274524837559635,5.479144420910646,0.0,0.0,0.0,0.0,0.0,6.006596905
0xe41a2b194f15aaae7500421ecb71e39c5be26bfd,0.451814091396055,0.0,0.0,0.0,1.3638971644134068,4.122116682906481,0.0,0.0,0.0,5.937827939
0xbeb7b18735f9132271be67b9fb6e52e0a332f165,0.7108997087391602,2.569753657,0.0,0.0,0.4953754312423652,0.733875311620488,0.0,1.2571140859180483,0.0,5.767018195
0x63020d3cd6c606ac859a486b8888f63b13bfb413,1.99280035464852,0.0,0.0,0.0,1.3886407926862183,2.103852743097702,0.0,0.0,0.0,5.485293890
0xf627e5f4bad95a956468d8bb6ee20b119f992e96,0.3240756948330877,0.0,0.0,0.0,0.5179648641382557,4.515898220113053,0.0,0.0,0.0,5.357938779
0x0285590ef8c67938e0c622cbf1d2dccd110f1efe,0.0,0.0,2.295958930633984,0.0,0.0,0.0,1.2134821259354418,0.0,1.8127155657711749,5.322156622
0x0e7af95de26bf10e6b9f00d846c22757aa582b9c,1.385428663318645,0.0,0.0,0.0,1.046555556014083,2.8181036502766457,0.0,0.0,0.0,5.250087870
0x63bf1d484d7d799722b1ba9c91f5ffa6d416d60a,0.8361176705610921,0.0,0.0,0.0,0.6685596931042751,3.0167091790416225,0.0,0.0,0.0,4.521386543
0x7aa0d7b446aa12feccdd4a33b997c7e45b10441c,1.2675256092613676,0.0,0.0,0.0,0.8832484210919521,2.2407546291208367,0.0,0.0,0.0,4.391528659
0x9ef86a4ebbf2e595228f924782ca6c325b107f18,0.0,0.0,1.8550732204676157,0.0223131681293358,0.0,0.0,0.9591361841113544,0.0,1.4283067944540069,4.264829367
0xd0e72c1b2eb87e3dc0445b7f689cadcfc872b293,0.5785153101224659,0.0,0.0,0.0,1.028394252866425,2.3247188684063134,0.0,0.0,0.0,3.931628431
0x82d3e57708d69d5386a7da9cb0616f56475f3c2e,1.1042215362650614,0.0,0.0,0.0,0.7694534306176175,1.9520627440440552,0.0,0.0,0.0,3.825737711
0xa7a23739862e45914e9fea98883b5a85e7d9525f,1.0834476223130796,0.0,0.0,0.0,0.7549775679100543,1.9153382443473683,0.0,0.0,0.0,3.753763435
0x621091d1c013e57a37767521bd87208d497b09b6,-0.00054791331142,0.0,0.0,3.70018194330209,-0.0003818018063469,-0.0009686110323537,0.0,0.0,0.0,3.698283617
0xf7209ca456675d82a372f8edfa1f17e74c237b69,1.09710817219253,0.0,0.0,0.0,0.7644966332639319,1.796263694125856,0.0,0.0,0.0,3.657868500
0xa16946a605ddb755d3a5774b6124f97fed1bd1e3,0.0,3.547082404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.547082404
0xd610086899bbe55f08f4590b2197aed9966e8c73,0.0,0.0,0.0,3.4354954444861776,0.0,0.0,0.0,0.0,0.0,3.435495444
0xc11508077ff0afe0f65e250df0a1f2787eab1ba3,0.0,0.0,1.4480713613453111,0.0,0.0,0.0,0.7487023285752392,0.0,1.1149372118812686,3.311710902
0x52a5711dc4fe437e81205bfad22ffc43f1818df7,0.0,0.0,1.377994284349019,0.0,0.0,0.0,0.7124700874527268,0.0,1.060981624519575,3.151445996
0xe3d69bcab5daaea39787eeaf4c0369de366d71bd,0.0,0.0,1.2290711655162307,0.0,0.0,0.0,0.6599678426596153,0.0,1.00953549989107,2.898574508
0x362c6e9a48d8ea1a19f280857fbf7f1cab520058,0.0,0.0,1.2640032388906104,0.0,0.0,0.0,0.6535328254850927,0.0,0.9732146388616608,2.890750703
0xfca399b892f4e8306fc31b312a3399f422976886,0.0,0.0,1.5771521278130338,0.0,0.0,0.0,0.8154414914427915,0.0,0.4893835351877664,2.881977154
0xced28d6242f2807b3312eaffa50a3e0e04cff725,0.0,2.869689594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.869689594
0x13c9d9b81513fe8ef119408f916b74118478cb03,0.6396554864864963,0.0,0.0,0.0,0.6222084184172265,1.5785099192395924,0.0,0.0,0.0,2.840373824
0x8caa7ebe5c6ae6087fb65315d1b5aa7acd33b854,0.1356862970014622,0.0,0.0,0.0,0.1618655002323931,0.5410921508905503,0.0,1.972078394519626,0.0,2.810722343
0xee160154b02a2e404c6c13ff0b28ed76010cf07d,0.0,0.0,0.0,2.760271095868754,0.0,0.0,0.0,0.0,0.0,2.760271096
0x4db6ec655eb2b5bc9dda13e0cfa6df0a301c5ba8,0.0,0.0,0.6132051568075767,1.2566048913963814,0.0,0.0,0.3464097595640786,0.0,0.5355946931129675,2.751814501
0xd9a94545515edb558c3d408a3c990cb4ee067d95,0.0,0.0,1.199034508357508,0.0,0.0,0.0,0.6199417738745413,0.0,0.9231922040468814,2.742168486
0x428da84e14b52e4a1cd0afe7150abe27d1aff8c5,0.0,0.0,1.1727700822636746,0.0,0.0,0.0,0.6063621689599921,0.0,0.9029700058994704,2.682102257
0xae03a5d3e9ca46f48dfc85af9801b4b7da7871e1,0.4431186042338534,0.0,0.0,0.0,0.5722837716656961,1.4444421943298058,0.0,0.0,0.0,2.459844570
0x402c65d9ea91c37eed5bd581710d8bce2f64c65c,0.0,0.0,0.0,2.4517414481349755,0.0,0.0,0.0,0.0,0.0,2.451741448
0xdf0259238271427c469abc18a2cb3047d5c12466,0.0,0.0,1.064855475385015,0.0,0.0,0.0,0.5505666331776446,0.0,0.8198815517484422,2.435303660
0x71535aae1b6c0c51db317b54d5eee72d1ab843c1,0.0,0.0,0.0939901793610468,2.31172774843105,0.0,0.0,0.0,0.0,0.0,2.405717928
0x23c3ca8d1aa9bd45c10a8696ea58b2f6a205bb20,-0.0005347844561606,0.0,0.0,0.0,-0.0003726532411472,-0.0009454016052757,0.0,2.313952745588221,0.0,2.312099906
0x0660e93da792d900bde54ca01c4a59aba09d1fc5,0.0,0.0,0.9627047770040832,0.0,0.0,0.0,0.5170857049696744,0.0,0.7994819771095548,2.279272459
0x6ae1961c0fd0b5807d5ec64faacd0e335c5742cd,0.0,0.046421892,0.6123680382948752,0.7658261690147862,0.0,0.0,0.3290142049427331,0.0,0.5086988956311814,2.262329200
0xf58623a5d10864e409a3be9609e892bf9252b956,0.6362165925920565,0.0,0.0,0.0,0.4433340808055913,1.124715165167264,0.0,0.0,0.0,2.204265839
